SN,2010,2012,2014
3575,4800,3300,1800
3576,4800,3300,1800
3577,4800,3300,1800
3578,4800,3300,1800
3579,4800,3300,1800
3580,4800,3300,1800
3581,4800,3300,1800
3582,4800,3300,1800
3583,4800,3300,1800
3584,4800,3300,1800
3585,4800,3300,1800
3586,4800,3300,1800
3587,4800,3300,1800
3588,4800,3300,1800
3589,4800,3300,1800
3590,4800,3300,1800
3591,4800,3300,1800
3592,4800,3300,1800
3593,4800,3300,1800
3594,4800,3300,1800
3595,4800,3300,1800
3596,4800,3300,1800
3597,4800,3300,1800
3598,4800,3300,1800
3599,4800,3300,1800
3600,4800,3290,1800
3601,4800,3280,1800
3602,4800,3271,1800
3603,4800,3271,1800
3604,4800,3200,1800
3605,4800,3200,1800
3606,4800,3200,1800
3607,4800,3200,1800
3608,4800,3200,1800
3609,4800,3200,1800
3610,4700,3200,1800
3611,4700,3200,1800
3612,4700,3200,1800
3613,4700,3200,1800
3614,4700,3200,1800
3615,4700,3200,1800
3616,4700,3200,1800
3617,4700,3200,1800
3618,4700,3200,1800
3619,4700,3200,1800
3620,4700,3200,1800
3621,4700,3200,1800
3622,4700,3200,1800
3623,4700,3200,1800
3624,4700,3200,1800
3625,4700,3200,1800
3626,4700,3200,1800
3627,4700,3200,1800
3628,4700,3200,1800
3629,4700,3200,1800
3630,4700,3200,1800
3631,4700,3200,1800
3632,4700,3200,1800
3633,4700,3200,1800
3634,4700,3200,1800
3635,4700,3200,1800
3636,4700,3200,1800
3637,4700,3200,1800
3638,4700,3200,1800
3639,4700,3200,1800
3640,4700,3200,1800
3641,4700,3200,1800
3642,4700,3200,1800
3643,4700,3200,1800
3644,4700,3200,1800
3645,4700,3200,1800
3646,4700,3200,1800
3647,4700,3200,1800
3648,4700,3200,1800
3649,4700,3200,1800
3650,4700,3200,1800
3651,4700,3200,1800
3652,4700,3200,1800
3653,4700,3200,1800
3654,4700,3200,1800
3655,4700,3200,1800
3656,4700,3200,1800
3657,4700,3200,1800
3658,4700,3200,1800
3659,4700,3200,1800
3660,4700,3200,1800
3661,4600,3200,1800
3662,4600,3200,1800
3663,4600,3200,1800
3664,4600,3200,1800
3665,4600,3200,1800
3666,4600,3200,1800
3667,4600,3200,1800
3668,4600,3200,1800
3669,4600,3200,1800
3670,4600,3200,1800
3671,4600,3198,1800
3672,4600,3198,1800
3673,4600,3140,1800
3674,4600,3140,1800
3675,4600,3132,1800
3676,4600,3132,1800
3677,4600,3100,1800
3678,4600,3100,1800
3679,4600,3100,1800
3680,4600,3100,1800
3681,4600,3100,1800
3682,4600,3100,1800
3683,4600,3100,1800
3684,4600,3100,1800
3685,4600,3100,1800
3686,4600,3100,1800
3687,4600,3100,1800
3688,4600,3100,1800
3689,4600,3100,1800
3690,4600,3100,1800
3691,4600,3100,1800
3692,4600,3100,1800
3693,4600,3100,1800
3694,4600,3100,1800
3695,4600,3100,1800
3696,4600,3100,1800
3697,4600,3100,1800
3698,4600,3100,1800
3699,4600,3100,1800
3700,4600,3100,1800
3701,4600,3100,1800
3702,4600,3100,1800
3703,4600,3100,1800
3704,4600,3100,1800
3705,4600,3100,1800
3706,4600,3100,1800
3707,4600,3100,1800
3708,4600,3100,1800
3709,4600,3100,1800
3710,4600,3100,1800
3711,4600,3100,1800
3712,4600,3100,1800
3713,4600,3100,1800
3714,4600,3100,1800
3715,4600,3100,1800
3716,4600,3100,1800
3717,4600,3100,1800
3718,4600,3100,1800
3719,4600,3100,1800
3720,4600,3100,1800
3721,4600,3100,1800
3722,4600,3100,1800
3723,4600,3100,1798
3724,4600,3100,1789
3725,4600,3100,1780
3726,4600,3100,1771
3727,4600,3100,1761
3728,4500,3100,1752
3729,4500,3100,1743
3730,4500,3100,1734
3731,4500,3100,1724
3732,4500,3100,1715
3733,4500,3100,1706
3734,4500,3100,1700
3735,4500,3100,1700
3736,4500,3100,1700
3737,4500,3100,1700
3738,4500,3100,1700
3739,4500,3100,1700
3740,4500,3100,1700
3741,4500,3100,1700
3742,4500,3100,1700
3743,4500,3100,1700
3744,4500,3100,1700
3745,4500,3100,1700
3746,4500,3100,1700
3747,4500,3100,1700
3748,4500,3100,1700
3749,4500,3100,1700
3750,4500,3100,1700
3751,4500,3100,1700
3752,4500,3100,1700
3753,4500,3100,1700
3754,4500,3100,1700
3755,4500,3100,1700
3756,4500,3100,1700
3757,4500,3100,1700
3758,4500,3100,1700
3759,4500,3100,1700
3760,4500,3100,1700
3761,4500,3100,1700
3762,4500,3100,1700
3763,4500,3100,1700
3764,4500,3100,1700
3765,4500,3100,1700
3766,4500,3100,1700
3767,4500,3100,1700
3768,4500,3100,1700
3769,4500,3100,1700
3770,4500,3096,1700
3771,4500,3096,1700
3772,4500,3074,1700
3773,4500,3074,1700
3774,4500,3023,1700
3775,4500,3023,1700
3776,4500,3000,1700
3777,4500,3000,1700
3778,4500,3000,1700
3779,4500,3000,1700
3780,4500,3000,1700
3781,4500,3000,1700
3782,4500,3000,1700
3783,4500,3000,1700
3784,4500,3000,1700
3785,4500,3000,1700
3786,4500,3000,1700
3787,4500,3000,1700
3788,4500,3000,1700
3789,4500,3000,1700
3790,4500,3000,1700
3791,4500,3000,1700
3792,4500,3000,1700
3793,4500,3000,1700
3794,4500,3000,1700
3795,4500,3000,1700
3796,4500,3000,1700
3797,4500,3000,1700
3798,4500,3000,1700
3799,4400,3000,1700
3800,4400,3000,1700
3801,4400,3000,1700
3802,4400,3000,1700
3803,4400,3000,1700
3804,4400,3000,1700
3805,4400,3000,1700
3806,4400,3000,1700
3807,4400,3000,1700
3808,4400,3000,1700
3809,4400,3000,1700
3810,4400,3000,1700
3811,4400,3000,1700
3812,4400,3000,1700
3813,4400,3000,1700
3814,4400,3000,1700
3815,4400,3000,1700
3816,4400,3000,1700
3817,4400,3000,1700
3818,4400,3000,1700
3819,4400,3000,1700
3820,4400,3000,1700
3821,4400,3000,1700
3822,4400,3000,1700
3823,4400,3000,1700
3824,4400,3000,1700
3825,4400,3000,1700
3826,4400,3000,1700
3827,4400,3000,1700
3828,4400,3000,1700
3829,4400,3000,1700
3830,4400,3000,1700
3831,4400,3000,1700
3832,4400,3000,1700
3833,4400,3000,1700
3834,4400,3000,1700
3835,4400,3000,1700
3836,4400,3000,1700
3837,4400,3000,1700
3838,4400,3000,1700
3839,4400,3000,1700
3840,4400,3000,1700
3841,4400,3000,1700
3842,4400,3000,1700
3843,4400,3000,1700
3844,4400,3000,1700
3845,4400,3000,1700
3846,4400,3000,1700
3847,4400,3000,1700
3848,4400,3000,1700
3849,4400,3000,1700
3850,4400,3000,1700
3851,4400,3000,1700
3852,4400,3000,1700
3853,4400,3000,1700
3854,4400,3000,1700
3855,4400,3000,1700
3856,4400,2979,1700
3857,4400,2979,1700
3858,4400,2935,1700
3859,4400,2935,1700
3860,4400,2928,1700
3861,4400,2928,1700
3862,4400,2906,1700
3863,4400,2906,1700
3864,4400,2900,1700
3865,4400,2900,1700
3866,4400,2900,1700
3867,4400,2900,1700
3868,4400,2900,1700
3869,4400,2900,1700
3870,4400,2900,1700
3871,4400,2900,1700
3872,4400,2900,1700
3873,4400,2900,1700
3874,4400,2900,1700
3875,4400,2900,1700
3876,4300,2900,1700
3877,4300,2900,1700
3878,4300,2900,1700
3879,4300,2900,1700
3880,4300,2900,1700
3881,4300,2900,1700
3882,4300,2900,1700
3883,4300,2900,1700
3884,4300,2900,1700
3885,4300,2900,1700
3886,4300,2900,1700
3887,4300,2900,1700
3888,4300,2900,1700
3889,4300,2900,1700
3890,4300,2900,1700
3891,4300,2900,1700
3892,4300,2900,1700
3893,4300,2900,1700
3894,4300,2900,1700
3895,4300,2900,1700
3896,4300,2900,1700
3897,4300,2900,1700
3898,4300,2900,1700
3899,4300,2900,1700
3900,4300,2900,1700
3901,4300,2900,1700
3902,4300,2900,1700
3903,4300,2900,1700
3904,4300,2900,1700
3905,4300,2900,1700
3906,4300,2900,1700
3907,4300,2900,1700
3908,4300,2900,1700
3909,4300,2900,1700
3910,4300,2900,1700
3911,4300,2900,1700
3912,4300,2900,1700
3913,4300,2900,1700
3914,4300,2900,1700
3915,4300,2900,1700
3916,4300,2900,1700
3917,4300,2900,1700
3918,4300,2900,1700
3919,4300,2900,1700
3920,4300,2900,1700
3921,4300,2900,1700
3922,4300,2900,1700
3923,4300,2900,1700
3924,4300,2900,1700
3925,4300,2900,1700
3926,4300,2900,1700
3927,4300,2900,1700
3928,4300,2900,1700
3929,4300,2900,1700
3930,4300,2900,1700
3931,4300,2900,1700
3932,4300,2900,1700
3933,4300,2900,1700
3934,4300,2900,1700
3935,4300,2900,1700
3936,4300,2900,1700
3937,4300,2900,1700
3938,4300,2900,1700
3939,4300,2900,1700
3940,4300,2900,1700
3941,4300,2900,1700
3942,4300,2900,1700
3943,4300,2900,1700
3944,4300,2848,1700
3945,4300,2848,1700
3946,4300,2830,1700
3947,4300,2800,1700
3948,4300,2800,1700
3949,4200,2800,1700
3950,4200,2800,1700
3951,4200,2800,1700
3952,4200,2800,1700
3953,4200,2800,1700
3954,4200,2800,1700
3955,4200,2800,1700
3956,4200,2800,1700
3957,4200,2800,1700
3958,4200,2800,1700
3959,4200,2800,1700
3960,4200,2800,1700
3961,4200,2800,1700
3962,4200,2800,1700
3963,4200,2800,1700
3964,4200,2800,1700
3965,4200,2800,1700
3966,4200,2800,1700
3967,4200,2800,1700
3968,4200,2800,1700
3969,4200,2800,1700
3970,4200,2800,1700
3971,4200,2800,1700
3972,4200,2800,1700
3973,4200,2800,1700
3974,4200,2800,1700
3975,4200,2800,1700
3976,4200,2800,1700
3977,4200,2800,1700
3978,4200,2800,1700
3979,4200,2800,1700
3980,4200,2800,1700
3981,4200,2800,1700
3982,4200,2800,1700
3983,4200,2800,1700
3984,4200,2800,1700
3985,4200,2800,1700
3986,4200,2800,1700
3987,4200,2800,1700
3988,4200,2800,1700
3989,4200,2800,1700
3990,4200,2800,1700
3991,4200,2800,1700
3992,4200,2800,1700
3993,4200,2800,1700
3994,4200,2800,1700
3995,4200,2800,1700
3996,4200,2800,1700
3997,4200,2800,1700
3998,4200,2800,1700
3999,4200,2800,1700
4000,4200,2800,1700
4001,4200,2800,1700
4002,4200,2800,1700
4003,4200,2800,1700
4004,4200,2800,1700
4005,4200,2800,1700
4006,4200,2800,1700
4007,4200,2800,1700
4008,4200,2800,1700
4009,4200,2800,1700
4010,4200,2800,1700
4011,4200,2800,1700
4012,4200,2800,1700
4013,4200,2800,1700
4014,4100,2800,1700
4015,4100,2800,1700
4016,4100,2800,1700
4017,4100,2800,1700
4018,4100,2800,1700
4019,4100,2800,1700
4020,4100,2800,1700
4021,4100,2800,1700
4022,4100,2800,1700
4023,4100,2800,1700
4024,4100,2800,1700
4025,4100,2800,1700
4026,4100,2800,1700
4027,4100,2800,1700
4028,4100,2800,1700
4029,4100,2800,1700
4030,4100,2800,1700
4031,4100,2800,1700
4032,4100,2800,1700
4033,4100,2800,1700
4034,4100,2800,1700
4035,4100,2800,1700
4036,4100,2800,1700
4037,4100,2800,1700
4038,4100,2800,1700
4039,4100,2800,1700
4040,4100,2800,1700
4041,4100,2800,1700
4042,4100,2800,1700
4043,4100,2782,1700
4044,4100,2782,1700
4045,4100,2700,1700
4046,4100,2700,1700
4047,4100,2700,1700
4048,4100,2700,1700
4049,4100,2700,1700
4050,4100,2700,1700
4051,4100,2700,1700
4052,4100,2700,1700
4053,4100,2700,1700
4054,4100,2700,1700
4055,4100,2700,1700
4056,4100,2700,1700
4057,4100,2700,1700
4058,4100,2700,1700
4059,4100,2700,1700
4060,4100,2700,1700
4061,4100,2700,1700
4062,4100,2700,1700
4063,4100,2700,1700
4064,4100,2700,1700
4065,4100,2700,1700
4066,4100,2700,1700
4067,4100,2700,1700
4068,4100,2700,1700
4069,4100,2700,1700
4070,4100,2700,1700
4071,4100,2700,1700
4072,4100,2700,1700
4073,4100,2700,1700
4074,4100,2700,1700
4075,4100,2700,1700
4076,4100,2700,1700
4077,4100,2700,1700
4078,4100,2700,1700
4079,4100,2700,1700
4080,4100,2700,1700
4081,4100,2700,1700
4082,4100,2700,1700
4083,4100,2700,1700
4084,4100,2700,1700
4085,4100,2700,1700
4086,4000,2700,1700
4087,4000,2700,1700
4088,4000,2700,1700
4089,4000,2700,1700
4090,4000,2700,1700
4091,4000,2700,1700
4092,4000,2700,1700
4093,4000,2700,1700
4094,4000,2700,1700
4095,4000,2700,1700
4096,4000,2700,1700
4097,4000,2700,1700
4098,4000,2700,1700
4099,4000,2700,1700
4100,4000,2700,1700
4101,4000,2700,1700
4102,4000,2700,1700
4103,4000,2700,1700
4104,4000,2700,1700
4105,4000,2700,1700
4106,4000,2700,1700
4107,4000,2700,1700
4108,4000,2700,1700
4109,4000,2700,1700
4110,4000,2700,1700
4111,4000,2700,1700
4112,4000,2700,1700
4113,4000,2700,1700
4114,4000,2700,1700
4115,4000,2700,1700
4116,4000,2700,1700
4117,4000,2700,1700
4118,4000,2700,1700
4119,4000,2700,1700
4120,4000,2700,1700
4121,4000,2700,1700
4122,4000,2700,1700
4123,4000,2700,1700
4124,4000,2700,1700
4125,4000,2700,1700
4126,4000,2700,1700
4127,4000,2700,1700
4128,4000,2700,1700
4129,4000,2700,1700
4130,4000,2700,1700
4131,4000,2700,1700
4132,4000,2700,1700
4133,4000,2700,1700
4134,4000,2700,1700
4135,4000,2700,1700
4136,4000,2660,1700
4137,4000,2650,1700
4138,4000,2600,1700
4139,4000,2600,1700
4140,4000,2600,1700
4141,4000,2600,1700
4142,4000,2600,1700
4143,4000,2600,1700
4144,4000,2600,1700
4145,4000,2600,1700
4146,4000,2600,1700
4147,4000,2600,1700
4148,4000,2600,1700
4149,4000,2600,1700
4150,4000,2600,1700
4151,4000,2600,1700
4152,4000,2600,1700
4153,4000,2600,1700
4154,4000,2600,1700
4155,4000,2600,1700
4156,4000,2600,1700
4157,4000,2600,1700
4158,4000,2600,1700
4159,4000,2600,1700
4160,4000,2600,1700
4161,4000,2600,1700
4162,4000,2600,1700
4163,4000,2600,1700
4164,4000,2600,1700
4165,4000,2600,1700
4166,4000,2600,1700
4167,4000,2600,1700
4168,3900,2600,1700
4169,3900,2600,1700
4170,3900,2600,1700
4171,3900,2600,1700
4172,3900,2600,1700
4173,3900,2600,1700
4174,3900,2600,1700
4175,3900,2600,1700
4176,3900,2600,1700
4177,3900,2600,1700
4178,3900,2600,1700
4179,3900,2600,1700
4180,3900,2600,1700
4181,3900,2600,1700
4182,3900,2600,1700
4183,3900,2600,1700
4184,3900,2600,1700
4185,3900,2600,1700
4186,3900,2600,1700
4187,3900,2600,1700
4188,3900,2600,1700
4189,3900,2600,1700
4190,3900,2600,1697
4191,3900,2600,1687
4192,3900,2600,1678
4193,3900,2600,1669
4194,3900,2600,1660
4195,3900,2600,1650
4196,3900,2600,1641
4197,3900,2600,1632
4198,3900,2600,1623
4199,3900,2600,1614
4200,3900,2600,1604
4201,3900,2600,1600
4202,3900,2600,1600
4203,3900,2600,1600
4204,3900,2600,1600
4205,3900,2600,1600
4206,3900,2600,1600
4207,3900,2600,1600
4208,3900,2600,1600
4209,3900,2600,1600
4210,3900,2600,1600
4211,3900,2600,1600
4212,3900,2600,1600
4213,3900,2600,1600
4214,3900,2600,1600
4215,3900,2600,1600
4216,3900,2600,1600
4217,3900,2600,1600
4218,3900,2600,1600
4219,3900,2600,1600
4220,3900,2600,1600
4221,3900,2600,1600
4222,3900,2600,1600
4223,3900,2599,1600
4224,3900,2599,1600
4225,3900,2592,1600
4226,3900,2592,1600
4227,3900,2512,1600
4228,3800,2512,1600
4229,3800,2504,1600
4230,3800,2504,1600
4231,3800,2500,1600
4232,3800,2500,1600
4233,3800,2500,1600
4234,3800,2500,1600
4235,3800,2500,1600
4236,3800,2500,1600
4237,3800,2500,1600
4238,3800,2500,1600
4239,3800,2500,1600
4240,3800,2500,1600
4241,3800,2500,1600
4242,3800,2500,1600
4243,3800,2500,1600
4244,3800,2500,1600
4245,3800,2500,1600
4246,3800,2500,1600
4247,3800,2500,1600
4248,3800,2500,1600
4249,3800,2500,1600
4250,3800,2500,1600
4251,3800,2500,1600
4252,3800,2500,1600
4253,3800,2500,1600
4254,3800,2500,1600
4255,3800,2500,1600
4256,3800,2500,1600
4257,3800,2500,1600
4258,3800,2500,1600
4259,3800,2500,1600
4260,3800,2500,1600
4261,3800,2500,1600
4262,3800,2500,1600
4263,3800,2500,1600
4264,3800,2500,1600
4265,3800,2500,1600
4266,3800,2500,1600
4267,3800,2500,1600
4268,3800,2500,1600
4269,3800,2500,1600
4270,3800,2500,1600
4271,3800,2500,1600
4272,3800,2500,1600
4273,3800,2500,1600
4274,3800,2500,1600
4275,3800,2500,1600
4276,3800,2500,1600
4277,3800,2500,1600
4278,3800,2500,1600
4279,3800,2500,1600
4280,3800,2500,1600
4281,3800,2500,1600
4282,3800,2500,1600
4283,3800,2500,1600
4284,3800,2500,1600
4285,3800,2500,1600
4286,3800,2500,1600
4287,3800,2500,1600
4288,3800,2500,1600
4289,3800,2500,1600
4290,3800,2500,1600
4291,3800,2500,1600
4292,3800,2500,1600
4293,3800,2500,1600
4294,3800,2500,1600
4295,3800,2500,1600
4296,3800,2500,1600
4297,3800,2500,1600
4298,3700,2500,1600
4299,3700,2500,1600
4300,3700,2500,1600
4301,3700,2500,1600
4302,3700,2500,1600
4303,3700,2500,1600
4304,3700,2500,1600
4305,3700,2500,1600
4306,3700,2500,1600
4307,3700,2500,1600
4308,3700,2500,1600
4309,3700,2500,1600
4310,3700,2500,1600
4311,3700,2500,1600
4312,3700,2500,1600
4313,3700,2500,1600
4314,3700,2500,1600
4315,3700,2500,1600
4316,3700,2500,1600
4317,3700,2500,1600
4318,3700,2500,1600
4319,3700,2500,1600
4320,3700,2500,1600
4321,3700,2500,1600
4322,3700,2500,1600
4323,3700,2500,1600
4324,3700,2500,1600
4325,3700,2500,1600
4326,3700,2500,1600
4327,3700,2500,1600
4328,3700,2500,1600
4329,3700,2500,1600
4330,3700,2500,1600
4331,3700,2500,1600
4332,3700,2500,1600
4333,3700,2500,1600
4334,3700,2500,1600
4335,3700,2500,1600
4336,3700,2500,1600
4337,3700,2500,1600
4338,3700,2497,1600
4339,3700,2497,1600
4340,3700,2468,1600
4341,3700,2468,1600
4342,3700,2453,1600
4343,3700,2453,1600
4344,3700,2453,1600
4345,3700,2453,1600
4346,3700,2453,1600
4347,3700,2453,1600
4348,3700,2453,1600
4349,3700,2453,1600
4350,3700,2409,1600
4351,3700,2409,1600
4352,3700,2400,1600
4353,3700,2400,1600
4354,3700,2400,1600
4355,3700,2400,1600
4356,3700,2400,1600
4357,3700,2400,1600
4358,3700,2400,1600
4359,3700,2400,1600
4360,3600,2400,1600
4361,3600,2400,1600
4362,3600,2400,1600
4363,3600,2400,1600
4364,3600,2400,1600
4365,3600,2400,1600
4366,3600,2400,1600
4367,3600,2400,1600
4368,3600,2400,1600
4369,3600,2400,1600
4370,3600,2400,1600
4371,3600,2400,1600
4372,3600,2400,1600
4373,3600,2400,1600
4374,3600,2400,1600
4375,3600,2400,1600
4376,3600,2400,1600
4377,3600,2400,1600
4378,3600,2400,1600
4379,3600,2400,1600
4380,3600,2400,1600
4381,3600,2400,1600
4382,3600,2400,1600
4383,3600,2400,1600
4384,3600,2400,1600
4385,3600,2400,1600
4386,3600,2400,1600
4387,3600,2400,1600
4388,3600,2400,1600
4389,3600,2400,1600
4390,3600,2400,1600
4391,3600,2400,1600
4392,3600,2400,1600
4393,3600,2400,1600
4394,3600,2400,1600
4395,3600,2400,1600
4396,3600,2400,1600
4397,3600,2400,1600
4398,3600,2400,1600
4399,3600,2400,1600
4400,3600,2400,1600
4401,3600,2400,1600
4402,3600,2400,1600
4403,3600,2400,1600
4404,3600,2400,1600
4405,3600,2400,1600
4406,3600,2400,1600
4407,3600,2400,1600
4408,3600,2400,1600
4409,3600,2400,1600
4410,3600,2400,1600
4411,3600,2400,1600
4412,3600,2400,1600
4413,3600,2400,1600
4414,3600,2400,1600
4415,3600,2400,1600
4416,3600,2400,1600
4417,3600,2400,1600
4418,3600,2400,1600
4419,3600,2400,1600
4420,3600,2400,1600
4421,3600,2400,1600
4422,3600,2400,1600
4423,3600,2400,1600
4424,3600,2400,1600
4425,3600,2400,1600
4426,3600,2400,1600
4427,3600,2400,1600
4428,3500,2400,1600
4429,3500,2400,1600
4430,3500,2400,1600
4431,3500,2400,1600
4432,3500,2400,1600
4433,3500,2400,1600
4434,3500,2400,1600
4435,3500,2400,1600
4436,3500,2400,1600
4437,3500,2400,1600
4438,3500,2366,1600
4439,3500,2366,1600
4440,3500,2329,1600
4441,3500,2329,1600
4442,3500,2322,1600
4443,3500,2322,1600
4444,3500,2322,1600
4445,3500,2322,1600
4446,3500,2322,1600
4447,3500,2322,1600
4448,3500,2300,1600
4449,3500,2300,1600
4450,3500,2300,1600
4451,3500,2300,1600
4452,3500,2300,1600
4453,3500,2300,1600
4454,3500,2300,1600
4455,3500,2300,1600
4456,3500,2300,1600
4457,3500,2300,1600
4458,3500,2300,1600
4459,3500,2300,1600
4460,3500,2300,1600
4461,3500,2300,1600
4462,3500,2300,1600
4463,3500,2300,1600
4464,3500,2300,1600
4465,3500,2300,1600
4466,3500,2300,1600
4467,3500,2300,1600
4468,3500,2300,1600
4469,3500,2300,1600
4470,3500,2300,1600
4471,3500,2300,1600
4472,3500,2300,1600
4473,3500,2300,1600
4474,3500,2300,1600
4475,3500,2300,1600
4476,3500,2300,1600
4477,3500,2300,1600
4478,3500,2300,1600
4479,3500,2300,1600
4480,3500,2300,1600
4481,3500,2300,1600
4482,3500,2300,1600
4483,3500,2300,1600
4484,3500,2300,1600
4485,3500,2300,1600
4486,3500,2300,1600
4487,3500,2300,1600
4488,3500,2300,1600
4489,3500,2300,1600
4490,3500,2300,1600
4491,3500,2300,1600
4492,3500,2300,1600
4493,3500,2300,1600
4494,3500,2300,1600
4495,3500,2300,1600
4496,3400,2300,1600
4497,3400,2300,1600
4498,3400,2300,1600
4499,3400,2300,1600
4500,3400,2300,1600
4501,3400,2300,1600
4502,3400,2300,1600
4503,3400,2300,1600
4504,3400,2300,1600
4505,3400,2300,1600
4506,3400,2300,1600
4507,3400,2300,1600
4508,3400,2300,1600
4509,3400,2300,1600
4510,3400,2300,1600
4511,3400,2300,1600
4512,3400,2300,1600
4513,3400,2300,1595
4514,3400,2300,1586
4515,3400,2300,1577
4516,3400,2300,1567
4517,3400,2300,1558
4518,3400,2300,1549
4519,3400,2300,1540
4520,3400,2300,1530
4521,3400,2300,1521
4522,3400,2300,1512
4523,3400,2300,1503
4524,3400,2300,1500
4525,3400,2300,1500
4526,3400,2300,1500
4527,3400,2300,1500
4528,3400,2300,1500
4529,3400,2300,1500
4530,3400,2300,1500
4531,3400,2300,1500
4532,3400,2300,1500
4533,3400,2300,1500
4534,3400,2300,1500
4535,3400,2300,1500
4536,3400,2300,1500
4537,3400,2300,1500
4538,3400,2300,1500
4539,3400,2278,1500
4540,3400,2278,1500
4541,3400,2278,1500
4542,3400,2278,1500
4543,3400,2271,1500
4544,3400,2271,1500
4545,3400,2249,1500
4546,3400,2249,1500
4547,3400,2242,1500
4548,3400,2242,1500
4549,3400,2234,1500
4550,3400,2234,1500
4551,3400,2234,1500
4552,3400,2234,1500
4553,3400,2220,1500
4554,3400,2220,1500
4555,3400,2217,1500
4556,3400,2205,1500
4557,3400,2205,1500
4558,3400,2200,1500
4559,3400,2200,1500
4560,3400,2200,1500
4561,3400,2200,1500
4562,3400,2200,1500
4563,3400,2200,1500
4564,3400,2200,1500
4565,3400,2200,1500
4566,3400,2200,1500
4567,3400,2200,1500
4568,3400,2200,1500
4569,3400,2200,1500
4570,3400,2200,1500
4571,3400,2200,1500
4572,3300,2200,1500
4573,3300,2200,1500
4574,3300,2200,1500
4575,3300,2200,1500
4576,3300,2200,1500
4577,3300,2200,1500
4578,3300,2200,1500
4579,3300,2200,1500
4580,3300,2200,1500
4581,3300,2200,1500
4582,3300,2200,1500
4583,3300,2200,1500
4584,3300,2200,1500
4585,3300,2200,1500
4586,3300,2200,1500
4587,3300,2200,1500
4588,3300,2200,1500
4589,3300,2200,1500
4590,3300,2200,1500
4591,3300,2200,1500
4592,3300,2200,1500
4593,3300,2200,1500
4594,3300,2200,1500
4595,3300,2200,1500
4596,3300,2200,1500
4597,3300,2200,1500
4598,3300,2200,1500
4599,3300,2200,1500
4600,3300,2200,1500
4601,3300,2200,1500
4602,3300,2200,1500
4603,3300,2200,1500
4604,3300,2200,1500
4605,3300,2200,1500
4606,3300,2200,1500
4607,3300,2200,1500
4608,3300,2200,1500
4609,3300,2200,1500
4610,3300,2200,1500
4611,3300,2200,1500
4612,3300,2200,1500
4613,3300,2200,1500
4614,3300,2200,1500
4615,3300,2200,1500
4616,3300,2200,1500
4617,3300,2200,1500
4618,3300,2200,1500
4619,3300,2200,1500
4620,3300,2200,1500
4621,3300,2200,1500
4622,3300,2200,1500
4623,3300,2200,1500
4624,3300,2200,1500
4625,3300,2200,1500
4626,3300,2200,1500
4627,3300,2200,1500
4628,3300,2200,1500
4629,3300,2200,1500
4630,3300,2200,1500
4631,3300,2200,1500
4632,3300,2200,1500
4633,3300,2200,1500
4634,3300,2200,1500
4635,3300,2200,1500
4636,3300,2200,1500
4637,3300,2200,1500
4638,3300,2200,1500
4639,3200,2200,1500
4640,3200,2200,1500
4641,3200,2200,1500
4642,3200,2200,1500
4643,3200,2200,1500
4644,3200,2200,1500
4645,3200,2200,1500
4646,3200,2200,1500
4647,3200,2200,1500
4648,3200,2200,1500
4649,3200,2200,1500
4650,3200,2200,1500
4651,3200,2200,1500
4652,3200,2200,1500
4653,3200,2200,1500
4654,3200,2200,1500
4655,3200,2200,1500
4656,3200,2200,1500
4657,3200,2200,1500
4658,3200,2200,1500
4659,3200,2200,1500
4660,3200,2200,1500
4661,3200,2200,1500
4662,3200,2200,1500
4663,3200,2200,1500
4664,3200,2200,1500
4665,3200,2200,1500
4666,3200,2200,1500
4667,3200,2200,1500
4668,3200,2200,1500
4669,3200,2200,1500
4670,3200,2200,1500
4671,3200,2190,1500
4672,3200,2190,1500
4673,3200,2190,1500
4674,3200,2190,1500
4675,3200,2169,1500
4676,3200,2169,1500
4677,3200,2147,1500
4678,3200,2147,1500
4679,3200,2140,1500
4680,3200,2110,1500
4681,3200,2110,1500
4682,3200,2103,1500
4683,3200,2103,1500
4684,3200,2100,1500
4685,3200,2100,1500
4686,3200,2100,1500
4687,3200,2100,1500
4688,3200,2100,1500
4689,3200,2100,1500
4690,3200,2100,1500
4691,3200,2100,1500
4692,3200,2100,1500
4693,3200,2100,1500
4694,3200,2100,1500
4695,3200,2100,1500
4696,3200,2100,1500
4697,3200,2100,1500
4698,3200,2100,1500
4699,3200,2100,1500
4700,3200,2100,1500
4701,3200,2100,1500
4702,3200,2100,1500
4703,3200,2100,1500
4704,3200,2100,1500
4705,3200,2100,1500
4706,3200,2100,1500
4707,3200,2100,1500
4708,3200,2100,1500
4709,3200,2100,1500
4710,3200,2100,1500
4711,3200,2100,1500
4712,3200,2100,1500
4713,3200,2100,1500
4714,3200,2100,1500
4715,3200,2100,1500
4716,3200,2100,1500
4717,3200,2100,1500
4718,3200,2100,1500
4719,3200,2100,1500
4720,3200,2100,1500
4721,3200,2100,1500
4722,3200,2100,1500
4723,3200,2100,1500
4724,3100,2100,1500
4725,3100,2100,1500
4726,3100,2100,1500
4727,3100,2100,1500
4728,3100,2100,1500
4729,3100,2100,1500
4730,3100,2100,1500
4731,3100,2100,1500
4732,3100,2100,1500
4733,3100,2100,1500
4734,3100,2100,1500
4735,3100,2100,1500
4736,3100,2100,1500
4737,3100,2100,1500
4738,3100,2100,1500
4739,3100,2100,1500
